fall_term,campus,atp_code,cds_code,high_school,city,county,cde_district,zip,lat,lon,charter,applicants,admits,enrollees,admit_rate,yield_rate,applicant_gpa,admit_gpa,enrollee_gpa,adm_african_american,adm_american_indian,adm_asian,adm_domestic_unknown,adm_hispanic_latinx,adm_int_l,adm_pacific_islander,adm_white,app_african_american,app_american_indian,app_asian,app_domestic_unknown,app_hispanic_latinx,app_int_l,app_pacific_islander,app_white,enr_african_american,enr_american_indian,enr_asian,enr_domestic_unknown,enr_hispanic_latinx,enr_int_l,enr_pacific_islander,enr_white,school_type,match_method,cohort_students,graduates,grad_rate,ag_completers,ag_completion_rate,hs_completers,college_going_rate,enrolled_uc,enrolled_csu,enrolled_ccc,enrolled_in_state_private,enrolled_out_of_state,enrollment_k12,frpm_count,frpm_pct,caaspp_ela_mean_score,caaspp_mathematics_mean_score,caaspp_ela_pct_met,caaspp_mathematics_pct_met
2005,Universitywide,53345,49706074930400,ANALY HIGH SCHOOL,Sebastopol,Sonoma,West Sonoma County Union High,95472-3401,38.406988,-122.82646,N,79.0,73.0,44.0,0.9240506329113924,0.6027397260273972,3.887460317,3.965853659,4.046470588,,,4.0,7.0,,,,59.0,,,5.0,7.0,,,,62.0,,,,3.0,,,,38.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53077,43694274332995,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95111-1332,37.291923,-121.83173,N,54.0,44.0,31.0,0.8148148148148148,0.7045454545454546,3.898163265,3.929487179,4.02,,,35.0,,7.0,,,,,,42.0,,9.0,,,,,,24.0,,5.0,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50919,48705404830170,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Fairfield-Suisun Unified,94534-9527,38.197706,-122.14461,N,44.0,33.0,16.0,0.75,0.4848484848484848,3.968733333,4.014049587,4.211,3.0,,8.0,,6.0,,,12.0,6.0,,11.0,,7.0,,,16.0,,,4.0,,4.0,,,5.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50115,07616480730861,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Antioch Unified,94509-1576,38.006279,-121.81595,N,38.0,31.0,15.0,0.8157894736842105,0.4838709677419355,3.679534884,3.848666667,4.098181818,,,5.0,,7.0,,,16.0,,,5.0,,10.0,,,17.0,,,,,,,,8.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53163,41690474130217,ARAGON HIGH SCHOOL,San Mateo,San Mateo,San Mateo Union High,94402-3357,37.549921,-122.33038,N,100.0,90.0,47.0,0.9,0.5222222222222223,3.93408,3.983457944,4.103370787,,,42.0,8.0,7.0,,,30.0,,,44.0,9.0,8.0,,,34.0,,,27.0,5.0,,,,10.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52770,21654822131340,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,Tamalpais Union High,94960-1800,37.984157,-122.57197,N,92.0,90.0,50.0,0.9782608695652174,0.5555555555555556,3.919925926,3.976597938,4.096923077,,,,7.0,5.0,,,75.0,,,,7.0,6.0,,,76.0,,,,5.0,,,,40.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50910,48705404830451,ARMIJO HIGH SCHOOL,Fairfield,Solano,Fairfield-Suisun Unified,94533-5541,38.250617,-122.03907,N,49.0,44.0,23.0,0.8979591836734694,0.5227272727272727,3.804255319,3.881428571,4.0445,,,15.0,5.0,10.0,,,12.0,,,16.0,5.0,10.0,,,15.0,,,8.0,3.0,6.0,,,5.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53125,01613090130849,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,San Lorenzo Unified,94580-1407,37.68081,-122.13836,N,55.0,52.0,36.0,0.9454545454545454,0.6923076923076923,3.904672897,3.962527473,4.111875,,,33.0,,4.0,,,11.0,,,34.0,,5.0,,,12.0,,,26.0,,,,,7.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52916,38684783830288,BALBOA HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94112-3236,37.722073,-122.43985,N,34.0,29.0,16.0,0.8529411764705882,0.5517241379310345,3.796118421,3.89525,4.009833333,,,24.0,,,,,,,,27.0,,,,,,,,14.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50280,48705244831004,BENICIA HIGH SCHOOL,Benicia,Solano,Benicia Unified,94510-2428,38.062989,-122.17349,N,87.0,77.0,43.0,0.8850574712643678,0.5584415584415584,3.898695652,4.054411765,4.121891892,4.0,,17.0,8.0,,,,43.0,6.0,,21.0,10.0,,,,45.0,,,10.0,4.0,,,,24.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50290,01611430131177,BERKELEY HIGH SCHOOL,Berkeley,Alameda,Berkeley Unified,94704-1463,37.868913,-122.2712,N,277.0,238.0,110.0,0.8592057761732852,0.4621848739495798,3.947409766,4.021345178,4.069265537,19.0,,29.0,43.0,17.0,,,126.0,30.0,,36.0,49.0,25.0,,,133.0,7.0,,17.0,29.0,8.0,,,48.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53082,43694014330866,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,Campbell Union High,95118-2201,37.254576,-121.89957,N,37.0,30.0,12.0,0.8108108108108109,0.4,3.943492063,4.0022,4.080666667,,,6.0,,,,,23.0,,,7.0,,,,,29.0,,,4.0,,,,,7.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50410,41690474130472,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,San Mateo Union High,94010-2708,37.58202,-122.3486,N,116.0,109.0,65.0,0.9396551724137931,0.5963302752293578,3.921382488,3.968711656,4.08755102,,,20.0,9.0,14.0,,,65.0,,,21.0,9.0,15.0,,,68.0,,,15.0,5.0,8.0,,,37.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53229,07618040730051,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,San Ramon Valley Unified,94583-2942,37.747296,-121.94758,N,189.0,174.0,88.0,0.9206349206349206,0.5057471264367817,3.91474934,3.951795666,4.005605096,,,76.0,8.0,12.0,,,74.0,,,81.0,8.0,15.0,,,79.0,,,47.0,4.0,6.0,,,30.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50435,28662412831758,CALISTOGA JUNIOR SENIOR HIGH SCHOOL,Calistoga,Napa,Calistoga Joint Unified,94515-1359,38.584001,-122.58126,N,6.0,4.0,,0.6666666666666666,,3.5656,3.645909091,4.082,,,,,,,,3.0,,,,,,,,5.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52058,07616300731125,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Acalanes Union High,94556-2402,37.863519,-122.12464,N,171.0,148.0,69.0,0.8654970760233918,0.4662162162162162,4.002406417,4.0425,4.073333333,,,35.0,5.0,5.0,,,102.0,,,37.0,9.0,5.0,,,117.0,,,22.0,,,,,44.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52810,41690474130738,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,San Mateo Union High,94066-5451,37.609938,-122.40628,N,30.0,24.0,16.0,0.8,0.6666666666666666,3.993518519,4.060243902,4.16,,,5.0,,,,,12.0,,,6.0,,,,,15.0,,,,,,,,8.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50270,41690624130993,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Sequoia Union High,94002-3585,37.507579,-122.28908,N,114.0,108.0,64.0,0.9473684210526316,0.5925925925925926,3.972271468,4.022544803,4.074772727,,,35.0,5.0,8.0,,,58.0,,,35.0,7.0,8.0,,,61.0,,,27.0,3.0,5.0,,,28.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52448,49708624930012,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Petaluma Joint Union High,94954-5706,38.237149,-122.60173,N,58.0,51.0,26.0,0.8793103448275862,0.5098039215686274,3.946956522,3.987037037,4.096666667,,,10.0,,,,,37.0,,,11.0,,,,,41.0,,,5.0,,,,,20.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52190,,CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,,,,,,13.0,5.0,4.0,0.3846153846153846,0.8,,,,4.0,,,,,,,,10.0,,,,,,,,3.0,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50500,01611500132225,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Castro Valley Unified,94546-3400,37.705184,-122.07847,N,164.0,148.0,91.0,0.902439024390244,0.6148648648648649,3.87157377,3.989184549,4.120098039,,,67.0,10.0,10.0,,,56.0,,,71.0,11.0,13.0,,,63.0,,,49.0,7.0,5.0,,,26.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50658,07100740731380,CLAYTON VALLEY CHARTER HIGH SCHOOL,Concord,Contra Costa,Contra Costa County Office of Education,94521-3799,37.950133,-121.96702,Y,84.0,76.0,40.0,0.9047619047619048,0.5263157894736842,3.935483871,4.02696,4.126721311,,,13.0,10.0,11.0,,,38.0,,,13.0,10.0,11.0,,,43.0,,,9.0,5.0,,,,20.0,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50610,49706564930855,CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,Cloverdale Unified,95425-3324,38.810837,-123.02119,N,10.0,10.0,8.0,1.0,0.8,4.052,4.074615385,4.122,,,,,,,,8.0,,,,,,,,8.0,,,,,,,,6.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50659,07617540731646,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Mt. Diablo Unified,94523-1809,37.965869,-122.07185,N,122.0,113.0,67.0,0.9262295081967212,0.5929203539823009,3.971818182,4.073305085,4.138793103,,,33.0,6.0,9.0,,,62.0,,,36.0,6.0,10.0,,,67.0,,,24.0,5.0,3.0,,,33.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53854,,COLLEGE PREP AND ARCH ACADEMY,Oakland,Alameda,,,,,,8.0,5.0,4.0,0.625,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50657,07617540731836,CONCORD HIGH SCHOOL,Concord,Contra Costa,Mt. Diablo Unified,94521-1059,37.976475,-121.9886,N,37.0,31.0,17.0,0.8378378378378378,0.5483870967741935,3.831707317,4.017037037,4.13125,,,9.0,,,,,17.0,,,10.0,,,,,20.0,,,7.0,,,,,8.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50718,43694684331799,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Fremont Union High,95014-3411,37.319663,-122.01041,N,144.0,138.0,86.0,0.9583333333333334,0.6231884057971014,4.014802432,4.042763158,4.093382353,,,98.0,,,4.0,,27.0,,,102.0,,,5.0,,28.0,,,68.0,,,3.0,,13.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52625,07617960732164,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,West Contra Costa Unified,94803-2599,37.967737,-122.28509,N,52.0,46.0,32.0,0.8846153846153846,0.6956521739130435,3.638421053,3.824390244,3.996842105,,,25.0,,9.0,,,8.0,,,29.0,,9.0,,,8.0,,,19.0,,6.0,,,4.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50109,07616480730465,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Antioch Unified,94531-8486,37.96573,-121.77968,N,82.0,59.0,38.0,0.7195121951219512,0.6440677966101694,3.468604651,3.5953125,3.825,5.0,,16.0,,9.0,,,25.0,10.0,,22.0,,13.0,,,32.0,4.0,,11.0,,4.0,,,17.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53083,43694014331955,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Campbell Union High,95128-3529,37.303262,-121.9303,N,28.0,25.0,14.0,0.8928571428571429,0.56,3.9342,3.988157895,4.085,,,,,,,,16.0,,,,,,,,16.0,,,,,,,,7.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50755,48705324832259,DIXON HIGH SCHOOL,Dixon,Solano,Dixon Unified,95620-9301,38.436088,-121.81672,N,31.0,26.0,15.0,0.8387096774193549,0.5769230769230769,3.858695652,4.037037037,4.115,,,6.0,,7.0,,,10.0,,,6.0,,11.0,,,11.0,,,3.0,,6.0,,,4.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53164,43696660129718,DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,,,,,,10.0,9.0,3.0,0.9,0.3333333333333333,3.661276596,3.774736842,3.82375,,,,,7.0,,,,,,,,8.0,,,,,,,,,,,,,uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53603,,DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,,,,,,34.0,30.0,17.0,0.8823529411764706,0.5666666666666667,,,,5.0,,20.0,,,,,,9.0,,20.0,,,,,,3.0,,11.0,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50784,01750930132704,DUBLIN HIGH SCHOOL,Dublin,Alameda,Dublin Unified,94568-1656,37.720996,-121.92639,N,49.0,44.0,27.0,0.8979591836734694,0.6136363636363636,3.859942308,3.898433476,3.952692308,,,15.0,,7.0,,,20.0,,,17.0,,8.0,,,21.0,,,9.0,,4.0,,,12.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52022,41690620126722,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Sequoia Union High,94303,37.463305,-122.13124,Y,12.0,6.0,4.0,0.5,0.6666666666666666,3.491666667,3.6,,,,,,3.0,,,,5.0,,,,5.0,,,,,,,,,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53413,41690704132551,EL CAMINO HIGH,South San Francisco,San Mateo,South San Francisco Unified,94080-1214,37.66481,-122.44354,N,39.0,34.0,18.0,0.8717948717948718,0.5294117647058824,3.880581395,4.003333333,4.12862069,,,24.0,,6.0,,,,,,27.0,,6.0,,,,,,13.0,,3.0,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50815,07617960732941,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,West Contra Costa Unified,94530-3299,37.906601,-122.29484,N,86.0,81.0,47.0,0.9418604651162792,0.5802469135802469,3.895454545,3.972302158,4.065540541,6.0,,34.0,13.0,6.0,,,21.0,7.0,,35.0,13.0,8.0,,,22.0,4.0,,25.0,5.0,3.0,,,10.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50947,,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,,,,,,37.0,35.0,16.0,0.945945945945946,0.4571428571428571,,,,,,,,,,,28.0,,,,,,,,30.0,,,,,,,,13.0,,unmatched,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53316,49709204930160,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,Santa Rosa High,95407-7713,38.401892,-122.73463,N,16.0,15.0,9.0,0.9375,0.6,3.845294118,3.904666667,,,,,,6.0,,,,,,,,6.0,,,,,,,,4.0,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50860,01611680132746,EMERY SECONDARY SCHOOL,Emeryville,Alameda,Emery Unified,94608-2908,37.835405,-122.2827,N,5.0,5.0,3.0,1.0,0.6,3.70047619,3.742777778,4.025,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50015,,ENCINAL HIGH SCHOOL,Alameda,Alameda,,,,,,39.0,29.0,21.0,0.7435897435897436,0.7241379310344828,3.944,4.026571429,4.153636364,,,19.0,,,,,10.0,,,22.0,,,,,11.0,,,17.0,,,,,4.0,,unmatched,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53169,43694274330692,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95148-3122,37.325201,-121.77866,N,103.0,96.0,58.0,0.9320388349514565,0.6041666666666666,3.818765432,3.884011976,3.955065789,,,72.0,4.0,9.0,,,7.0,,,75.0,5.0,10.0,,,9.0,,,47.0,,5.0,,,4.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50911,48705404833000,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Fairfield-Suisun Unified,94533-1626,38.276688,-122.03104,N,47.0,42.0,28.0,0.8936170212765957,0.6666666666666666,3.63125,3.790454545,3.95,3.0,,18.0,5.0,,,,13.0,5.0,,18.0,5.0,,,,14.0,,,12.0,,,,,9.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52497,01751010130096,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Pleasanton Unified,94588-9799,37.671579,-121.91994,N,159.0,153.0,97.0,0.9622641509433962,0.6339869281045751,3.911518152,3.936387833,4.0135,,,59.0,15.0,11.0,,,61.0,,,59.0,15.0,11.0,,,66.0,,,44.0,12.0,3.0,,,32.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,50372,07617210730457,FREEDOM HIGH SCHOOL,Oakley,Contra Costa,Liberty Union High,94561-3843,37.969082,-121.71575,N,31.0,26.0,16.0,0.8387096774193549,0.6153846153846154,3.839186047,3.94530303,4.110666667,,,5.0,,3.0,,,16.0,,,5.0,,5.0,,,17.0,,,,,3.0,,,9.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52205,01612590125716,FREMONT HIGH SCHOOL,Oakland,Alameda,Oakland Unified,94601-4618,37.7744,-122.20972,N,17.0,10.0,6.0,0.5882352941176471,0.6,3.695853659,3.844516129,3.905,,,6.0,,3.0,,,,,,8.0,,7.0,,,,,,6.0,,,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,
2005,Universitywide,53460,43694684332474,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,Fremont Union High,94087-2556,37.352616,-122.035,N,77.0,70.0,42.0,0.9090909090909092,0.6,3.987407407,4.013057325,4.074333333,,,36.0,6.0,,,,24.0,,,36.0,8.0,,,,27.0,,,28.0,4.0,,,,9.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52945,38684783831765,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,San Francisco Unified,94109-1004,37.803401,-122.42408,N,91.0,75.0,54.0,0.8241758241758241,0.72,3.83259434,3.9425,4.000707965,,,69.0,5.0,,,,,,,81.0,6.0,,,,,,,50.0,4.0,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52947,38684783830437,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94115-3510,37.783129,-122.43773,Y,32.0,26.0,18.0,0.8125,0.6923076923076923,3.860144928,3.9894,4.0535,,,6.0,6.0,5.0,,,7.0,,,8.0,6.0,8.0,,,7.0,,,3.0,5.0,3.0,,,5.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,52950,38684783839081,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94121-2733,37.777781,-122.49203,N,143.0,118.0,79.0,0.8251748251748252,0.6694915254237288,3.896548043,3.949356223,4.051487603,,,99.0,7.0,,,,10.0,,,119.0,9.0,,,,12.0,,,74.0,3.0,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,51040,43694844332839,GILROY HIGH SCHOOL,Gilroy,Santa Clara,Gilroy Unified,95020-6333,36.997203,-121.57599,N,44.0,39.0,23.0,0.8863636363636364,0.5897435897435898,3.812307692,3.950263158,4.005,,,10.0,,11.0,,,15.0,,,10.0,,13.0,,,17.0,,,6.0,,8.0,,,8.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,51423,01612000133397,GRANADA HIGH SCHOOL,Livermore,Alameda,Livermore Valley Joint Unified,94550-4066,37.675206,-121.78984,N,89.0,74.0,50.0,0.8314606741573034,0.6756756756756757,3.979382716,4.016692308,4.06942029,,,13.0,8.0,4.0,,,46.0,,,16.0,9.0,8.0,,,53.0,,,11.0,6.0,,,,30.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,51120,41688904132817,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Cabrillo Unified,94019,37.473215,-122.42846,N,42.0,38.0,22.0,0.9047619047619048,0.5789473684210527,4.022533333,4.112622951,4.133214286,,,,8.0,,,,22.0,,,,8.0,,,,26.0,,,,4.0,,,,14.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2005,Universitywide,51150,01611920133629,HAYWARD HIGH SCHOOL,Hayward,Alameda,Hayward Unified,94541-5314,37.672677,-122.06992,N,52.0,34.0,19.0,0.6538461538461539,0.5588235294117647,3.600363636,3.700930233,3.861578947,8.0,,5.0,,8.0,,,10.0,10.0,,9.0,,14.0,,,14.0,3.0,,,,6.0,,,6.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
